number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test.rho2,user_attrs_test_acc,state,Rank,numLC,case,user_attrs_scaledentropy,rho
41,0.602760494,04:58.4,05:18.5,20,class-specific,0.018115208,128,256,NA,NA,2,0.081191827,900,10,0.002334952,0.000253229,0.451343715,0.748340726,COMPLETE,1,4,300,0.491983116,0.451343715
31,0.602845669,20:25.6,20:50.4,24,class-specific,0.0101925,256,256,NA,NA,2,0.244552267,1500,10,0.001675036,0.004864386,0.45126617,0.739491165,COMPLETE,1,4,88,0.627569914,0.45126617
8,0.602877855,45:43.1,45:50.2,7,class-specific,0.00666886,256,64,256,256,4,0.086728837,1500,10,0.000144185,0.005907798,0.451236904,0.732854009,COMPLETE,1,4,1849,0.571113169,0.451236904
42,0.602888048,25:14.7,25:24.0,9,class-specific,0.007235485,256,128,NA,NA,2,0.265167009,1500,40,0.002539244,0.005730059,0.451227665,0.748340726,COMPLETE,1,4,518,0.466838062,0.451227665
46,0.602907419,53:19.4,53:38.4,19,shared,0.022495749,256,128,NA,NA,2,0.06870611,1500,10,0.000259454,0.003030915,0.451210082,0.742809713,COMPLETE,3,4,280,0.409875154,0.451210082
19,0.602936745,49:17.7,49:22.7,4,class-specific,0.017448118,128,128,NA,NA,2,0.171661428,1500,20,0.003433577,0.000120194,0.451183438,0.742256641,COMPLETE,1,3,1093,0.58807379,0.451183438
24,0.603066206,29:13.9,29:27.3,13,class-specific,0.00817069,256,256,NA,NA,2,0.148394371,900,40,0.005419169,0.007649857,0.451065481,0.737831831,COMPLETE,1,4,522,0.468311369,0.451065481
20,0.603089452,58:48.2,58:56.9,8,class-specific,0.00948317,256,128,NA,NA,2,0.051694159,600,40,0.008063051,0.001641661,0.451044321,0.741150439,COMPLETE,2,4,352,0.528369784,0.451044321
32,0.603133678,16:22.7,16:34.3,11,class-specific,0.011830257,64,64,NA,NA,2,0.117576487,1200,40,0.001103602,0.002087645,0.451004028,0.748893797,COMPLETE,1,4,72,0.570316732,0.451004028
14,0.603235364,59:08.4,59:21.2,12,class-specific,0.0132205,128,256,NA,NA,2,0.180654653,1500,20,0.000119442,0.00120698,0.450911522,0.75,COMPLETE,1,4,512,0.490156054,0.450911522
21,0.603235543,45:18.1,45:30.1,12,shared,0.005690675,256,64,NA,NA,2,0.337217657,600,40,0.005904855,0.000599461,0.450911343,0.74170351,COMPLETE,1,4,634,0.492534488,0.450911343
41,0.603356838,26:01.4,26:07.0,5,class-specific,0.010834955,256,64,NA,NA,2,0.121616736,300,40,0.000118147,0.00060544,0.450800955,0.743362844,COMPLETE,1,4,1476,0.560389996,0.450800955
20,0.603387415,56:03.8,56:09.0,5,class-specific,0.020207331,256,256,NA,NA,2,0.210826995,900,10,0.006147841,0.008961968,0.45077306,0.743362844,COMPLETE,2,4,1093,0.622893393,0.45077306
20,0.603428662,32:27.1,32:42.2,15,shared,0.011372417,256,128,NA,NA,2,0.032405076,1500,20,0.000237477,0.000616439,0.450735569,0.738384962,COMPLETE,1,3,718,0.481016457,0.450735569
24,0.60344547,22:23.7,22:28.6,4,class-specific,0.015852573,256,256,NA,NA,2,0.368944635,1500,20,0.000901948,0.001808913,0.450720191,0.743915915,COMPLETE,1,4,1396,0.393969148,0.450720191
49,0.603456497,19:05.1,19:09.6,4,class-specific,0.017759333,128,64,NA,NA,2,0.287533748,1500,20,0.001946091,0.003130555,0.450710237,0.744469047,COMPLETE,1,4,1462,0.379060328,0.450710237
39,0.603492379,18:52.6,19:22.1,29,class-specific,0.008950161,256,128,128,NA,3,0.343188376,1500,10,0.000278128,0.004344429,0.450677574,0.73340708,COMPLETE,3,4,196,0.351776689,0.450677574
13,0.603493392,25:58.1,26:13.4,15,class-specific,0.014281795,256,256,NA,NA,2,0.130621495,1500,10,0.002209872,0.002676107,0.45067656,0.753318608,COMPLETE,1,4,660,0.547248125,0.45067656
21,0.603514016,37:46.9,38:05.5,18,class-specific,0.009542424,256,256,256,NA,3,0.093402542,1200,10,0.0008699,0.00091109,0.450657785,0.742256641,COMPLETE,1,4,89,0.37989071,0.450657785
34,0.603517771,23:48.7,24:05.6,16,class-specific,0.01040125,256,128,NA,NA,2,0.078389388,1500,20,0.000516708,0.000381384,0.450654447,0.72511059,COMPLETE,1,4,546,0.460028887,0.450654447
45,0.603547812,58:04.6,58:09.9,5,class-specific,0.018112612,256,64,NA,NA,2,0.25867744,900,10,0.00085229,0.003791478,0.450626969,0.75,COMPLETE,2,4,1531,0.608192503,0.450626969
43,0.603586495,54:13.8,54:40.9,27,class-specific,0.008139257,128,128,NA,NA,2,0.169557493,1500,10,0.000691254,0.000296653,0.450591862,0.741150439,COMPLETE,1,4,605,0.641051233,0.450591862
23,0.603701591,14:00.5,14:27.1,26,class-specific,0.01303129,64,256,128,NA,3,0.17519864,1200,10,0.001217436,0.004255994,0.450487137,0.729535401,COMPLETE,1,4,542,0.636133015,0.450487137
30,0.603710532,06:05.1,06:25.8,20,class-specific,0.014185677,128,64,NA,NA,2,0.080533298,1500,10,0.00038909,0.001344955,0.450479031,0.753871679,COMPLETE,1,4,165,0.626508772,0.450479031
2,0.603722095,46:39.1,47:19.1,39,class-specific,0.006866279,64,128,256,NA,3,0.070860848,600,1,0.00015839,0.007939168,0.450468481,0.751106203,COMPLETE,1,4,721,0.542379141,0.450468481
36,0.603823543,40:36.8,40:46.1,9,class-specific,0.016501913,256,64,NA,NA,2,0.162952282,1500,40,0.000316076,0.000399506,0.450376034,0.739491165,COMPLETE,2,4,792,0.733519614,0.450376034
48,0.603906035,50:53.2,51:00.5,7,class-specific,0.0078176,256,256,NA,NA,2,0.382678119,1200,40,0.002846007,0.000122419,0.450301051,0.739491165,COMPLETE,1,4,1353,0.715467632,0.450301051
32,0.603921056,17:05.1,17:21.6,16,class-specific,0.012556981,256,128,NA,NA,2,0.136645546,1200,10,0.000226683,0.00061479,0.450287282,0.731747806,COMPLETE,2,4,469,0.320799083,0.450287282
43,0.603973806,30:14.6,30:27.6,12,class-specific,0.008250049,256,128,NA,NA,2,0.190866567,1200,40,0.000125766,0.000226226,0.45023936,0.721238911,COMPLETE,2,4,251,0.508439183,0.45023936
21,0.604003727,09:28.0,09:39.4,11,class-specific,0.022329244,128,128,NA,NA,2,0.140641473,900,20,0.000807532,0.000170351,0.450212121,0.74170351,COMPLETE,2,4,442,0.628872752,0.450212121
22,0.604019225,59:20.5,59:26.2,5,class-specific,0.019504967,128,64,NA,NA,2,0.10153279,1500,10,0.00033725,0.000224327,0.450197995,0.738384962,COMPLETE,1,4,1380,0.570530057,0.450197995
14,0.604048967,42:54.1,43:07.0,12,class-specific,0.005891682,256,256,NA,NA,2,0.217734628,1200,40,0.000664975,0.003402241,0.450170994,0.748340726,COMPLETE,1,3,597,0.616103649,0.450170994
39,0.604092002,06:04.5,06:28.0,23,class-specific,0.021711081,128,128,NA,NA,2,0.018382027,1500,10,0.000303034,0.006921603,0.450131834,0.753318608,COMPLETE,1,4,967,0.610764623,0.450131834
43,0.604148269,28:36.4,28:40.2,3,class-specific,0.025725489,256,128,NA,NA,2,0.077038547,1200,10,0.000210981,0.008370436,0.450080633,0.731194675,COMPLETE,1,4,2457,0.516545355,0.450080633
44,0.604148746,01:36.9,01:53.7,16,class-specific,0.010990293,256,128,NA,NA,2,0.044612718,1500,20,0.006046257,0.001222112,0.450080216,0.74170351,COMPLETE,1,4,414,0.468634874,0.450080216
37,0.604254305,23:01.2,23:28.7,27,class-specific,0.009321174,256,256,NA,NA,2,0.190328627,1500,10,0.000932587,0.007566216,0.449983954,0.733960152,COMPLETE,2,4,88,0.564940453,0.449983954
41,0.604277611,30:48.7,30:56.4,7,class-specific,0.011864966,128,64,NA,NA,2,0.135855055,1200,10,0.000995674,0.001580879,0.449962735,0.739491165,COMPLETE,1,4,1337,0.418347776,0.449962735
35,0.604290426,01:21.4,01:35.2,13,class-specific,0.027950078,256,128,NA,NA,2,0.090238479,1200,10,0.001631032,0.009855201,0.449951172,0.74170351,COMPLETE,1,4,382,0.571662545,0.449951172
31,0.604347646,38:17.2,38:23.2,6,class-specific,0.011122669,256,64,NA,NA,2,0.289920171,1200,20,0.003729747,0.000171309,0.449899197,0.73340708,COMPLETE,1,4,1897,0.454126954,0.449899197
11,0.604372442,25:21.6,25:38.4,16,class-specific,0.011816778,256,256,NA,NA,2,0.135877058,1500,10,0.002698237,0.00214404,0.449876606,0.749446929,COMPLETE,2,4,660,0.544442356,0.449876606
43,0.604380965,11:47.8,11:59.0,11,class-specific,0.012397463,64,256,NA,NA,2,0.088440147,600,20,0.00048988,0.004195609,0.449868679,0.748340726,COMPLETE,2,4,147,0.366023719,0.449868679
17,0.604394674,07:17.6,07:30.4,12,class-specific,0.008621031,128,256,NA,NA,2,0.059942849,1500,40,0.00043608,0.000600627,0.449856222,0.735619485,COMPLETE,1,4,119,0.523822546,0.449856222
23,0.604411721,12:02.2,12:23.6,21,class-specific,0.017401754,128,128,NA,NA,2,0.177389562,900,10,0.00017193,0.00023032,0.449840724,0.740597367,COMPLETE,1,3,612,0.463926643,0.449840724
33,0.60441947,21:13.5,21:35.5,22,class-specific,0.007570298,256,256,NA,NA,2,0.195917676,1500,10,0.001428852,0.008766981,0.449833632,0.743362844,COMPLETE,3,4,88,0.533023715,0.449833632
34,0.604453981,52:12.0,52:17.9,5,shared,0.018990411,256,128,NA,NA,2,0.219241406,1200,1,0.000109682,0.001124984,0.449802279,0.741150439,COMPLETE,1,4,1505,0.435645819,0.449802279
48,0.604483247,04:17.6,04:23.2,5,class-specific,0.011656254,128,128,NA,NA,2,0.186437225,1500,40,0.000374293,0.000120185,0.449775577,0.736172557,COMPLETE,1,4,1877,0.580610991,0.449775577
22,0.604487062,29:28.0,29:41.3,13,class-specific,0.009172333,256,64,NA,NA,2,0.191980447,1500,40,0.001822403,0.000201887,0.449772179,0.740044236,COMPLETE,1,4,732,0.666244209,0.449772179
31,0.604494274,13:54.6,14:00.8,6,class-specific,0.009489654,256,64,NA,NA,2,0.282782354,1200,10,0.001325101,0.001336282,0.449765503,0.745022118,COMPLETE,1,4,1394,0.691522777,0.449765503
40,0.604500175,33:27.5,33:53.6,26,class-specific,0.012297644,128,256,NA,NA,2,0.248533336,1200,10,0.000408873,0.000346355,0.449760258,0.75,COMPLETE,1,3,199,0.56578207,0.449760258
28,0.604606271,59:56.4,00:00.3,3,class-specific,0.027620852,64,128,NA,NA,2,0.011077764,1200,10,0.004237226,0.006787088,0.449663579,0.738938034,COMPLETE,1,4,1519,0.643893301,0.449663579
44,0.604755282,52:28.0,52:33.0,4,class-specific,0.009741807,128,64,NA,NA,2,0.340260252,1200,40,0.009688734,0.005926167,0.449527979,0.743362844,COMPLETE,1,3,2405,0.604222119,0.449527979
38,0.604866385,55:39.5,55:53.2,13,class-specific,0.010108259,256,64,NA,NA,2,0.071077012,1200,20,0.001024583,0.000836415,0.44942683,0.739491165,COMPLETE,3,4,641,0.600478709,0.44942683
47,0.604898512,52:52.9,53:04.2,11,shared,0.013548286,256,64,NA,NA,2,0.264901302,600,20,0.002164566,0.000368296,0.449397683,0.735066354,COMPLETE,1,4,102,0.514455259,0.449397683
28,0.60493505,13:00.8,13:16.5,15,class-specific,0.013356374,256,256,NA,NA,2,0.15061025,1500,20,0.006194352,0.000716825,0.449364483,0.741150439,COMPLETE,1,3,289,0.579513371,0.449364483
13,0.604940712,00:40.4,00:55.5,15,class-specific,0.013189237,128,64,NA,NA,2,0.074463332,1200,20,0.000194622,0.000282043,0.449359298,0.75,COMPLETE,1,4,338,0.5491274,0.449359298
16,0.604969442,46:00.3,46:21.8,21,class-specific,0.018677332,128,256,128,NA,3,0.061641941,1200,10,0.000162768,0.000225248,0.449333012,0.736725688,COMPLETE,1,4,803,0.534572661,0.449333012
34,0.605015159,22:42.6,23:03.2,20,class-specific,0.011263717,256,256,NA,NA,2,0.147428727,1500,10,0.000737588,0.002384855,0.449291408,0.731747806,COMPLETE,1,4,405,0.530473232,0.449291408
16,0.605044067,49:56.4,50:13.5,17,class-specific,0.017596164,256,128,NA,NA,2,0.256637123,1500,10,0.000268313,0.004595382,0.449265182,0.745022118,COMPLETE,1,4,834,0.589444637,0.449265182
28,0.605057061,45:04.5,45:26.8,22,class-specific,0.010395536,128,128,NA,NA,2,0.125610551,1200,10,0.001103011,0.000141734,0.44925338,0.737278759,COMPLETE,2,4,216,0.56892401,0.44925338
45,0.605201364,56:47.9,56:55.0,7,class-specific,0.008655782,256,128,NA,NA,2,0.132325184,1500,40,0.003740602,0.004736188,0.449121952,0.746681392,COMPLETE,1,4,360,0.432752728,0.449121952
42,0.605211258,13:31.9,13:39.4,7,class-specific,0.012533443,256,64,NA,NA,2,0.148442874,1500,10,0.000447651,0.003090945,0.449113011,0.742256641,COMPLETE,1,4,1231,0.543969989,0.449113011
43,0.605224967,18:14.1,18:40.2,26,class-specific,0.010610069,128,64,256,NA,3,0.147056489,1200,10,0.000403858,0.003777431,0.449100435,0.736172557,COMPLETE,1,4,141,0.521948457,0.449100435
42,0.605275095,50:05.4,50:13.1,7,class-specific,0.008486964,256,256,NA,NA,2,0.336730923,300,40,0.001626776,0.000204934,0.449054837,0.745022118,COMPLETE,2,4,1353,0.38634795,0.449054837
43,0.60529083,46:22.9,46:28.1,5,class-specific,0.022140132,128,64,NA,NA,2,0.230182816,900,10,0.000178955,0.00122704,0.449040473,0.739491165,COMPLETE,1,3,13,0.574617684,0.449040473
41,0.605356872,25:00.5,25:16.3,15,class-specific,0.008997186,128,256,NA,NA,2,0.214753875,1500,20,0.000540811,0.007361858,0.44898051,0.748893797,COMPLETE,1,4,940,0.427558631,0.44898051
46,0.60536772,21:32.4,21:46.1,13,class-specific,0.019536841,256,128,NA,NA,2,0.083119627,1500,10,0.000221277,0.000312182,0.448970437,0.733960152,COMPLETE,3,4,469,0.550956011,0.448970437
33,0.605396926,17:25.3,17:40.8,15,class-specific,0.014045306,128,64,256,NA,3,0.057150219,1500,20,0.006539554,0.0009915,0.448943913,0.748893797,COMPLETE,1,3,965,0.568130612,0.448943913
0,0.605441928,03:44.3,03:48.7,4,class-specific,0.018714311,256,128,NA,NA,2,0.203569944,1200,10,0.000855695,0.000420681,0.448902965,0.737831831,COMPLETE,1,4,1192,0.620948434,0.448902965
31,0.605459929,45:44.3,45:49.9,5,class-specific,0.01031904,128,128,NA,NA,2,0.099546842,1500,10,0.0038182,0.000398058,0.448886693,0.736172557,COMPLETE,1,4,1020,0.639682531,0.448886693
46,0.605546057,43:18.2,43:33.5,15,class-specific,0.018068312,256,128,64,NA,3,0.307384234,1200,20,0.00617537,0.000628392,0.448808193,0.737831831,COMPLETE,1,4,255,0.616129398,0.448808193
19,0.60560149,38:37.4,38:50.6,13,class-specific,0.005141952,256,128,256,NA,3,0.233918928,600,40,0.007851602,0.00297927,0.448757768,0.740597367,COMPLETE,1,4,667,0.42496106,0.448757768
44,0.605623841,48:24.8,48:52.0,27,class-specific,0.010277682,256,256,NA,NA,2,0.247818965,1200,10,0.00116009,0.000511958,0.448737502,0.739491165,COMPLETE,1,4,346,0.587024808,0.448737502
31,0.605676055,17:34.9,18:05.7,30,class-specific,0.010436913,64,128,NA,NA,2,0.183452138,1500,10,0.006780084,0.000134551,0.448689938,0.744469047,COMPLETE,1,4,132,0.514263988,0.448689938
44,0.605719805,52:58.9,53:18.2,19,class-specific,0.022383146,256,128,NA,NA,2,0.164123196,1500,10,0.000576928,0.004293177,0.448650122,0.74170351,COMPLETE,4,4,280,0.401172876,0.448650122
4,0.605725408,38:42.2,38:48.0,5,class-specific,0.029115735,128,256,NA,NA,2,0.1227164,1500,10,0.009661408,0.006663797,0.448645055,0.745022118,COMPLETE,1,4,1162,0.556234896,0.448645055
23,0.60572964,58:51.1,58:57.7,6,class-specific,0.016670131,256,64,NA,NA,2,0.053047256,1200,10,0.000103438,0.000269385,0.448641121,0.742256641,COMPLETE,1,4,1646,0.582928479,0.448641121
42,0.605773628,46:04.7,46:10.7,5,class-specific,0.005687824,128,128,NA,NA,2,0.340341669,1200,20,0.004402614,0.001266823,0.448601067,0.746681392,COMPLETE,1,4,2384,0.649973214,0.448601067
35,0.605802715,57:03.5,57:15.3,11,class-specific,0.016707089,256,128,NA,NA,2,0.045524157,1500,40,0.00485628,0.003650005,0.448574603,0.733960152,COMPLETE,1,3,680,0.61006707,0.448574603
26,0.605810463,38:49.5,38:55.0,5,class-specific,0.013311656,256,256,256,NA,3,0.097949402,900,10,0.001614924,0.000682868,0.44856751,0.749446929,COMPLETE,1,4,1431,0.507668376,0.44856751
13,0.60586977,18:09.0,18:21.6,12,shared,0.012120586,256,64,128,NA,3,0.33173338,300,40,0.001890533,0.002053458,0.448513567,0.737278759,COMPLETE,2,4,293,0.398169458,0.448513567
26,0.605881274,06:08.9,06:14.0,5,class-specific,0.014286203,128,128,128,NA,3,0.142656197,900,10,0.001182246,0.005244512,0.448503077,0.742809713,COMPLETE,2,4,1192,0.528928399,0.448503077
31,0.605917692,52:09.7,52:15.7,6,class-specific,0.011245866,256,64,NA,NA,2,0.222093707,900,40,0.000556154,0.004452499,0.448470056,0.745022118,COMPLETE,1,4,1530,0.687502623,0.448470056
23,0.605921328,00:42.2,00:49.5,7,class-specific,0.008060894,128,64,NA,NA,2,0.157605394,1200,10,0.000901806,0.00015345,0.448466718,0.748340726,COMPLETE,1,4,1471,0.446219295,0.448466718
42,0.605940819,15:10.5,15:14.7,4,class-specific,0.012799052,256,256,NA,NA,2,0.191055363,900,10,0.007444569,0.000736165,0.448448896,0.731747806,COMPLETE,1,4,3024,0.610584497,0.448448896
46,0.605973303,31:04.7,31:11.4,6,class-specific,0.006473969,256,256,NA,NA,2,0.187892466,900,40,0.00010357,0.006023665,0.448419333,0.737831831,COMPLETE,2,4,1429,0.624925375,0.448419333
42,0.606024504,30:56.4,31:00.7,4,class-specific,0.01235963,128,64,NA,NA,2,0.141256277,1200,10,0.001047148,0.000736486,0.448372781,0.742256641,COMPLETE,2,4,1337,0.680030882,0.448372781
41,0.606057942,58:39.9,58:45.3,5,class-specific,0.013756712,256,256,NA,NA,2,0.074667096,1500,10,0.009312877,0.009905094,0.448342264,0.742809713,COMPLETE,1,4,1888,0.614530087,0.448342264
42,0.606061816,53:37.9,53:45.7,7,class-specific,0.008482006,256,256,NA,NA,2,0.325274243,1500,20,0.001119204,0.000958414,0.448338747,0.751106203,COMPLETE,1,4,1128,0.367273986,0.448338747
27,0.606064796,34:35.3,34:42.2,6,class-specific,0.007026486,256,64,NA,NA,2,0.228769365,1200,10,0.003062677,0.006778221,0.448336065,0.74170351,COMPLETE,1,4,1198,0.492153853,0.448336065
15,0.606105745,37:13.3,37:29.4,16,shared,0.011514649,256,256,NA,NA,2,0.338422845,1200,10,0.000190494,0.003718809,0.448298812,0.742256641,COMPLETE,1,4,972,0.363338202,0.448298812
41,0.606114089,44:00.4,44:14.2,13,class-specific,0.009047436,128,64,NA,NA,2,0.258026558,900,40,0.002167045,0.000210372,0.448291242,0.739491165,COMPLETE,2,4,526,0.62404573,0.448291242
9,0.606159508,44:52.7,45:03.9,11,class-specific,0.016989574,64,128,NA,NA,2,0.071217325,900,20,0.001288203,0.00573649,0.448249757,0.735619485,COMPLETE,1,4,340,0.565092862,0.448249757
21,0.606201589,58:26.7,58:39.8,13,class-specific,0.005808754,256,128,NA,NA,2,0.14299167,300,40,0.001593231,0.001287616,0.448211551,0.746681392,COMPLETE,1,4,658,0.451643676,0.448211551
30,0.606213689,39:33.7,39:42.9,9,class-specific,0.011590368,256,256,NA,NA,2,0.347919563,600,40,0.005701956,0.002699922,0.448200464,0.730088472,COMPLETE,1,4,540,0.423407644,0.448200464
41,0.606218338,48:04.3,48:21.2,16,class-specific,0.017764165,256,128,NA,NA,2,0.210903777,900,10,0.000182186,0.000232119,0.448196292,0.729535401,COMPLETE,2,4,763,0.510445654,0.448196292
42,0.60624361,24:44.2,24:49.3,5,class-specific,0.014097527,64,128,NA,NA,2,0.088952949,1200,10,0.009880768,0.008357593,0.448173344,0.747234523,COMPLETE,1,3,1499,0.575552344,0.448173344
43,0.606251478,27:33.3,27:53.0,19,class-specific,0.013692008,256,256,NA,NA,2,0.399831735,1500,10,0.000435877,0.000467481,0.448166192,0.727322996,COMPLETE,2,4,305,0.603083074,0.448166192
37,0.606272042,08:02.8,08:06.6,3,class-specific,0.02147932,128,128,NA,NA,2,0.163253696,1200,20,0.001389646,0.000795428,0.448147237,0.745022118,COMPLETE,1,4,1496,0.687664866,0.448147237
18,0.606277823,29:00.8,29:13.9,13,class-specific,0.013644324,256,256,NA,NA,2,0.399812527,600,10,0.000203248,0.000499554,0.448142231,0.742256641,COMPLETE,1,4,435,0.40111652,0.448142231
30,0.606299818,00:16.7,00:21.6,4,class-specific,0.015762577,128,256,NA,NA,2,0.07623857,300,20,0.000831595,0.002295582,0.448122203,0.747234523,COMPLETE,1,4,1435,0.503893614,0.448122203
32,0.606299818,08:38.0,09:07.4,29,class-specific,0.011693998,128,128,256,NA,3,0.299055762,1500,10,0.000311881,0.007341455,0.448122203,0.745022118,COMPLETE,1,4,100,0.545830727,0.448122203
2,0.606299877,11:01.9,11:23.3,21,shared,0.013802801,128,256,NA,NA,2,0.164596383,900,10,0.007792159,0.003849557,0.448122084,0.738384962,COMPLETE,1,4,58,0.331344932,0.448122084
33,0.606322587,42:20.9,42:47.7,26,class-specific,0.008579011,64,256,64,NA,3,0.236726274,1200,10,0.00313498,0.006775494,0.448101342,0.750553071,COMPLETE,1,4,115,0.329648733,0.448101342
33,0.606340587,20:50.6,21:03.5,12,class-specific,0.012114495,256,128,NA,NA,2,0.376239716,300,20,0.000123542,0.000592083,0.44808495,0.738384962,COMPLETE,1,4,982,0.470448732,0.44808495
24,0.606357813,31:44.0,31:48.8,4,class-specific,0.016288609,256,128,NA,NA,2,0.220197932,300,20,0.001459899,0.00135311,0.448069334,0.745022118,COMPLETE,1,4,1088,0.704189241,0.448069334
42,0.60642302,16:16.1,16:19.0,2,class-specific,0.021366794,256,64,NA,NA,2,0.173139011,1200,10,0.000103685,0.000102572,0.448010027,0.724004447,COMPLETE,1,4,1941,0.586095631,0.448010027
14,0.606446207,56:36.1,56:41.8,5,class-specific,0.010929589,128,256,NA,NA,2,0.095595983,1500,10,0.000532503,0.000489387,0.447988808,0.738384962,COMPLETE,1,4,1483,0.48641783,0.447988808
44,0.606451571,24:23.8,24:39.0,15,shared,0.012576465,256,128,NA,NA,2,0.084345676,1500,20,0.00216151,0.002766703,0.447983921,0.732300878,COMPLETE,1,4,235,0.429807335,0.447983921
37,0.606530607,24:29.8,24:37.1,7,class-specific,0.006542983,128,128,NA,NA,2,0.326408741,300,40,0.000519332,0.0008664,0.447912097,0.736172557,COMPLETE,1,3,1396,0.598769963,0.447912097
42,0.606561363,25:16.3,25:29.9,13,class-specific,0.009880384,128,256,NA,NA,2,0.177144193,1500,20,0.000804836,0.007944939,0.447884023,0.745575249,COMPLETE,2,4,940,0.67173779,0.447884023
10,0.606626689,10:35.8,10:49.4,13,class-specific,0.006463501,256,64,256,NA,3,0.264898097,300,40,0.000132545,0.00963092,0.447824597,0.749446929,COMPLETE,1,4,260,0.441537976,0.447824597
18,0.606629789,38:06.4,38:12.2,5,class-specific,0.013556083,64,128,NA,NA,2,0.07284889,1500,10,0.000169623,0.002533742,0.447821736,0.740597367,COMPLETE,1,4,1261,0.424608469,0.447821736
