number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
172,0.7074732780456543,2025-10-26 11:44:03.982571,2025-10-26 11:44:09.427736,5,shared,0.012576428815968406,128,64,128.0,,3,0.19185392812550484,1200,20,0.00015029825149356967,0.002504524935290289,0.11684314906597137,0.3560299873352051,0.6814159154891968,COMPLETE
98,0.7079660892486572,2025-10-26 11:36:04.034114,2025-10-26 11:36:08.820284,4,class-specific,0.027334059761742444,256,64,64.0,256.0,4,0.052234648974689844,900,40,0.0015997447186244492,0.0001950174128286386,0.21580782532691956,0.3555815815925598,0.7112832069396973,COMPLETE
192,0.7086910009384155,2025-10-26 11:45:50.282389,2025-10-26 11:45:55.572356,5,shared,0.00968446371187319,128,64,128.0,,3,0.28514440480549647,1200,20,0.00025401420748331807,0.0011058953472455923,0.4149074852466583,0.354921817779541,0.7134955525398254,COMPLETE
199,0.7087435722351074,2025-10-26 11:46:24.868419,2025-10-26 11:46:29.758083,4,shared,0.013861239171370993,128,64,128.0,,3,0.28742385557196876,1200,20,0.0004885334560430248,0.0010513090517355508,0.6278508305549622,0.35487377643585205,0.7018805146217346,COMPLETE
160,0.7100225687026978,2025-10-26 11:43:03.322363,2025-10-26 11:43:07.509819,4,shared,0.009111535538121768,128,128,128.0,,3,0.2724137645310234,1200,20,0.0003378728772775964,0.0006821206908727982,0.36881861090660095,0.3537096381187439,0.6792035102844238,COMPLETE
21,0.7100316286087036,2025-10-26 11:28:05.860750,2025-10-26 11:28:11.831961,5,shared,0.01683124200117643,256,128,64.0,128.0,4,0.07434939806879468,1500,10,0.000672999330069789,0.00012055487061170839,0.33086031675338745,0.35370129346847534,0.7146017551422119,COMPLETE
23,0.7115198969841003,2025-10-26 11:28:12.547270,2025-10-26 11:28:20.302131,7,shared,0.007340120673101058,256,128,64.0,256.0,4,0.05032357492111514,1500,10,0.0009978818304523186,0.0002108213865437544,0.5531845092773438,0.3523467183113098,0.7096238732337952,COMPLETE
90,0.711876392364502,2025-10-26 11:35:15.533656,2025-10-26 11:35:22.027537,6,shared,0.010422459427919124,128,128,256.0,128.0,4,0.11620120238408284,1200,40,0.006194433496114871,0.00123520776087903,0.05337933450937271,0.3520221710205078,0.6863937973976135,COMPLETE
116,0.7130849361419678,2025-10-26 11:37:53.956595,2025-10-26 11:37:57.171349,3,shared,0.021022235630632637,256,64,64.0,128.0,4,0.11424628851607746,300,40,0.0013872735650853666,0.0009640841829825622,0.2929084599018097,0.3509220480918884,0.6957964897155762,COMPLETE
104,0.7136984467506409,2025-10-26 11:36:40.959060,2025-10-26 11:36:47.394773,6,shared,0.007228681958996877,256,256,64.0,128.0,4,0.37241469142614475,300,40,0.0015285261110306655,0.0004434765126039921,0.6244300007820129,0.35036373138427734,0.705199122428894,COMPLETE
