number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
174,0.6133348345756531,2025-10-26 12:10:20.209729,2025-10-26 12:10:23.704583,3,class-specific,0.017133047448159938,256,256,,,2,0.26061186720573365,900,10,0.0016077919603746868,0.0001599508060052099,0.5882940888404846,0.4417186379432678,0.7328540086746216,COMPLETE
47,0.6142231822013855,2025-10-26 12:00:45.158063,2025-10-26 12:00:50.325106,5,class-specific,0.01568113204009215,256,64,,,2,0.15604830905171885,900,10,0.00012498847128295025,0.005412226420937324,0.6069942712783813,0.4409099817276001,0.7273229956626892,COMPLETE
54,0.6143286824226379,2025-10-26 12:01:12.890600,2025-10-26 12:01:18.030925,5,class-specific,0.01832863684928211,128,64,,,2,0.14387090016726328,900,10,0.00462638631865135,0.000957202876083268,0.5704666972160339,0.44081389904022217,0.7311946749687195,COMPLETE
87,0.6147494316101074,2025-10-26 12:03:44.909171,2025-10-26 12:03:50.749290,5,class-specific,0.008782289423065082,128,64,,,2,0.1942469859741955,900,10,0.0037216265088422912,0.000873596844289568,0.6534181833267212,0.4404309391975403,0.732300877571106,COMPLETE
67,0.6159602403640747,2025-10-26 12:02:13.549469,2025-10-26 12:02:19.151388,5,class-specific,0.0143807650141281,64,64,,,2,0.19796974458501562,900,10,0.006049300661739108,0.0005326058536818437,0.5557621121406555,0.43932873010635376,0.7306416034698486,COMPLETE
199,0.6161000728607178,2025-10-26 12:12:14.149197,2025-10-26 12:12:18.665837,4,class-specific,0.017006156465757247,128,128,,,2,0.23502414888823672,900,10,0.0020141906601384265,0.0005369459757798433,0.4832707643508911,0.4392015337944031,0.73893803358078,COMPLETE
84,0.6176580190658569,2025-10-26 12:03:27.531183,2025-10-26 12:03:33.659196,6,class-specific,0.012811522164399949,128,64,,,2,0.24232710431391197,900,10,0.0015876200898734408,0.0006379662211381118,0.4614562392234802,0.437783420085907,0.7284291982650757,COMPLETE
95,0.6182079911231995,2025-10-26 12:04:32.156231,2025-10-26 12:04:37.765971,5,class-specific,0.012997417650773349,256,64,,,2,0.18962643341776436,900,10,0.002481182714865649,0.0007203069970676785,0.5678008198738098,0.43728262186050415,0.7317478060722351,COMPLETE
83,0.6185609102249146,2025-10-26 12:03:22.664183,2025-10-26 12:03:27.417779,4,class-specific,0.0122982684784055,128,64,,,2,0.21384375335472916,900,10,0.0028283826984114237,0.0006954448608182358,0.6006981730461121,0.4369615316390991,0.7372787594795227,COMPLETE
132,0.6185716390609741,2025-10-26 12:07:15.831810,2025-10-26 12:07:21.819549,5,class-specific,0.009762193978044858,256,256,,,2,0.2692329071569392,900,10,0.002208475610071587,0.0007708751854156264,0.5397671461105347,0.4369518756866455,0.7295354008674622,COMPLETE
110,0.6191180348396301,2025-10-26 12:05:34.085096,2025-10-26 12:05:40.039051,5,class-specific,0.012203349206317762,256,256,,,2,0.2483616657486935,900,10,0.0014391599517039337,0.0012685702793007942,0.49492761492729187,0.4364544153213501,0.7311946749687195,COMPLETE
124,0.6207923293113708,2025-10-26 12:06:36.383109,2025-10-26 12:06:40.763897,4,class-specific,0.012279375459222733,256,256,,,2,0.26713475921620167,900,10,0.0018689835522609265,0.0007874321062643147,0.4967891275882721,0.43493038415908813,0.7289823293685913,COMPLETE
111,0.6224946975708008,2025-10-26 12:05:40.071120,2025-10-26 12:05:45.794228,5,class-specific,0.012489569828801162,256,256,,,2,0.2572344013185652,900,10,0.001044957765560037,0.001174026543152247,0.6475310325622559,0.4333808422088623,0.721238911151886,COMPLETE
177,0.62302565574646,2025-10-26 12:10:33.108288,2025-10-26 12:10:37.185164,4,class-specific,0.022380743050228937,128,64,,,2,0.2603848406506803,900,20,0.006259118387594678,0.00022003701533076476,0.7711115479469299,0.4328976273536682,0.7273229956626892,COMPLETE
193,0.6232833862304688,2025-10-26 12:11:45.739202,2025-10-26 12:11:50.366785,4,class-specific,0.014388460902539523,256,256,,,2,0.2646188957822514,900,10,0.0017969545361672474,0.0009769149724047344,0.6868252754211426,0.4326631426811218,0.7278761267662048,COMPLETE
143,0.6234256625175476,2025-10-26 12:08:17.970598,2025-10-26 12:08:22.682165,4,class-specific,0.01327418404594852,256,256,,,2,0.22839488735459812,900,10,0.001809412779732752,0.0009602785459188577,0.5473034381866455,0.43253350257873535,0.7245575189590454,COMPLETE
122,0.624439001083374,2025-10-26 12:06:26.178575,2025-10-26 12:06:31.385159,5,class-specific,0.013825971814196283,256,256,,,2,0.2487765788246274,900,10,0.0005778231080075279,0.00020094999413744488,0.5639222264289856,0.4316110610961914,0.7240044474601746,COMPLETE
