number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test/rho2,user_attrs_test_acc,state
42,0.74595707654953,2025-10-26 11:59:03.588198,2025-10-26 11:59:17.714535,14,shared,0.011762969533628143,128,128,,,2,0.37270783468108176,900,1,0.0004966187078446339,0.0006493296004215789,0.3210005760192871,0.6886062026023865,COMPLETE
122,0.7473711967468262,2025-10-26 12:06:32.341248,2025-10-26 12:06:34.192200,1,shared,0.07295227848755413,64,64,,,2,0.3037116563322871,300,1,0.0006564102683220374,0.00044008678126617156,0.3197134733200073,0.6714601516723633,COMPLETE
76,0.747591495513916,2025-10-26 12:02:43.664638,2025-10-26 12:02:58.045695,14,class-specific,0.004098682990642303,64,128,256.0,64.0,4,0.2666162892553885,1500,1,0.00047276992654987524,0.00033791046322626574,0.31951290369033813,0.6720132827758789,COMPLETE
11,0.7481565475463867,2025-10-26 11:55:54.507551,2025-10-26 11:55:55.818508,1,shared,0.05241926038484472,128,128,,,2,0.08052794677704682,900,1,0.0005130976216318223,0.003307590907646138,0.3189985752105713,0.6869469285011292,COMPLETE
89,0.7483388781547546,2025-10-26 12:04:05.777443,2025-10-26 12:04:08.635857,2,shared,0.07479131222158178,256,128,256.0,,3,0.22990425037032133,600,1,0.0002575979472219606,0.0008170590406606661,0.3188326358795166,0.6814159154891968,COMPLETE
140,0.7504774928092957,2025-10-26 12:08:46.884041,2025-10-26 12:08:50.507435,3,class-specific,0.00746434502525681,256,128,,,2,0.11401586418700488,1200,40,0.0003771094245100778,0.005276673642808304,0.31688588857650757,0.6775442361831665,COMPLETE
93,0.7636033296585083,2025-10-26 12:04:23.231804,2025-10-26 12:04:26.150982,2,shared,0.046184870823442796,256,128,256.0,256.0,4,0.2481915235085409,300,1,0.00031575591435659627,0.0006001558851545124,0.3049381971359253,0.6858407258987427,COMPLETE
114,0.7648076415061951,2025-10-26 12:05:57.931890,2025-10-26 12:05:58.759762,0,shared,0.09031511605190998,64,64,256.0,,3,0.3476135421105754,300,1,0.0005361377783952539,0.0001525490560865392,0.3038420081138611,0.6581858396530151,COMPLETE
2,0.8044317960739136,2025-10-26 11:55:31.622632,2025-10-26 11:55:35.029175,3,class-specific,0.0045423498760335315,128,256,128.0,256.0,4,0.39766324293093613,300,1,0.00014532571095779735,0.00013971537316711036,0.26777464151382446,0.6471238732337952,COMPLETE
48,0.9602230191230774,2025-10-26 11:59:39.858383,2025-10-26 11:59:43.913582,4,shared,0.007385376708427758,64,128,64.0,,3,0.29570631321553736,1500,10,0.0007987596233523645,0.00015526702020615644,0.12596732378005981,0.6509955525398254,COMPLETE
110,1.015004277229309,2025-10-26 12:05:38.898008,2025-10-26 12:05:41.352773,2,shared,0.008507827339490655,128,256,64.0,64.0,4,0.271019241274184,600,20,0.00020178599401892333,0.005103189580356559,0.0761030912399292,0.6178097128868103,COMPLETE
38,1.4026610851287842,2025-10-26 11:58:24.871656,2025-10-26 11:58:39.506562,14,shared,0.0017695522632995083,256,256,,,2,0.21344062326996932,1200,1,0.000100138043799567,0.0001008080563062724,-0.2767571210861206,0.5868362784385681,COMPLETE
19,1.834984540939331,2025-10-26 11:56:35.028763,2025-10-26 11:56:43.525532,8,class-specific,0.006118177673227062,256,64,256.0,,3,0.0946767020614181,300,1,0.0007903483199492979,0.0004893633944487306,-0.6702749729156494,0.5918141603469849,COMPLETE
26,1.9618706703186035,2025-10-26 11:57:12.065266,2025-10-26 11:57:13.668692,1,class-specific,0.02146976079001708,256,128,256.0,128.0,4,0.20692278519999527,300,10,0.0009676614344409128,0.006578352152635093,-0.7857718467712402,0.6150442361831665,COMPLETE
30,2.1146316528320312,2025-10-26 11:57:25.988612,2025-10-26 11:57:28.760888,2,class-specific,0.0033911880157862983,256,64,64.0,,3,0.3935742832381694,1200,20,0.001150838127646956,0.002676892398222968,-0.9248206615447998,0.6111725568771362,COMPLETE
96,2.1558783054351807,2025-10-26 12:04:38.214087,2025-10-26 12:04:52.671114,14,shared,0.002493801980758767,256,128,,,2,0.22629722692368118,1500,1,0.000606539540844757,0.008311532947758727,-0.9623650312423706,0.5807521939277649,COMPLETE
55,2.254525661468506,2025-10-26 12:00:30.878026,2025-10-26 12:00:31.400511,0,shared,0.042664121386921314,256,128,,,2,0.23166043184044902,300,10,0.0004947341577780171,0.00012356631678010077,-1.0521576404571533,0.4634955823421478,COMPLETE
108,2.6690831184387207,2025-10-26 12:05:34.187529,2025-10-26 12:05:37.393691,3,class-specific,0.0011295423708637458,64,128,,,2,0.23966236415756131,1200,10,0.00042431860018233696,0.00047584674283518197,-1.429504156112671,0.4933628439903259,COMPLETE
0,4.320252895355225,2025-10-26 11:55:27.165596,2025-10-26 11:55:29.951243,2,shared,0.0012838291238370812,256,64,,,2,0.3662589260241393,1200,10,0.006050419961815108,0.0008804626907412249,-2.9324634075164795,0.5542035102844238,COMPLETE
5,4.47386360168457,2025-10-26 11:55:39.140039,2025-10-26 11:55:41.294317,2,shared,0.001754828131882663,128,128,,,2,0.13593026196993482,1200,10,0.0008560733595025059,0.0017015798471348236,-3.0722861289978027,0.5608407258987427,COMPLETE
6,4.899877548217773,2025-10-26 11:55:41.307388,2025-10-26 11:55:43.592164,2,shared,0.0011138133930461702,128,256,128.0,256.0,4,0.23432431442026203,1500,40,0.00011973893094952366,0.00011969418399293971,-3.4600605964660645,0.5519911646842957,COMPLETE
120,4.9671549797058105,2025-10-26 12:06:25.337738,2025-10-26 12:06:25.962769,0,shared,0.03722838146662728,128,128,,,2,0.3130148470821521,1500,10,0.00024311331344896648,0.0028865635925947744,-3.521299362182617,0.4435840845108032,COMPLETE
3,5.953629970550537,2025-10-26 11:55:35.043272,2025-10-26 11:55:36.766289,1,class-specific,0.005598368224154081,256,256,64.0,256.0,4,0.16251755486649194,900,10,0.00025370640033815783,0.0003683454637908956,-4.419227600097656,0.6167035102844238,COMPLETE
